_id,definicion,etimologia,palabra
615e77ca94ee91f2ad612b57,trastorno hipercinético determinado por un involuntario y violento movimiento de lanzamiento de las extremidades.,"(βάλλω: lanzar, echar; -ισμός: afectación)",balismo
615e77ca94ee91f2ad612b61,persona que concurre a tomar baños.,(<em>balneum -i</em>: baño; ­ιστής: ocupación),bañista
615e77ca94ee91f2ad612b6b,dificultad de hablar.,"(βαρύς -εῖα -ύ: pesado, duro; φωνή -ῆς: sonido; -ια: forma sustantivos)",barifonía
615e77ca94ee91f2ad612b71,"espato pesado, de donde se saca el bario.","(βαρύς -εῖα -ύ: pesado, duro; -τος -η -ον: forma adjetivos; -<em>ina</em>: sustancia química)",baritina
615e77ca94ee91f2ad612b79,fundamental; que sirve de base; suelo rico en calcio o magnesio; que tiene el carácter de una base.,(<em>basis -is</em>: base; -<em>ic</em><em>o</em>: forma adjetivos),básico
615e77ca94ee91f2ad612b9a,plancton propio de charcas o estanques someros.,"(βένθος -εος: profundidad; neutro de πλαγκτός -ή -όν: errante, inestable, adjetivo verbal deπλάζω: vagar, desviar)",bentoplancton
615e77ca94ee91f2ad612b9e,cleptomanía especial para los libros.,(βίβλος -ου: libro; -ιον: forma diminutivos; κλέπτω: robar; μανία -ας: locura),bibliocleptomanía
615e77ca94ee91f2ad612bc1,"parte de la biología que estudia las comunidades naturales y la interacción de sus miembros, animales y vegetales.",(βίος -ου: vida; κοινός -ή -όν: común; λόγος -ου: estudio; -ια: forma sustantivos),biocenología
615e77ca94ee91f2ad612bda,ecosistema extenso con comunidades similares de plantas.,(βίος -ου: vida; -μα: resultado),bioma
615e77ca94ee91f2ad612bf5,desarrollo de los líquenes; formación de su tallo.,"(βλαστός -οῦ: germen, retoño; -σις: acción)",blástesis
615e77ca94ee91f2ad612c00,inflamación de las glándulas de Mervomius.,(βλέφαρον -ου: párpado; ἀδήν -ένος: glándula; -ιτις: inflamación),blefaradenitis
615e77ca94ee91f2ad612c02,flujo purulento de los párpados por su superficie mucosa.,(βλέφαρον -ου: párpado; βλέννα -ης: mucosidad; ῥέω: fluir; -α: forma sustantivos),blefaroblenorrea
615e77ca94ee91f2ad612c03,relajación de la del por del subcutáneo.,(βλέφαρον -ου: párpado; χάλασις -εως: relajación; -ια: forma sustantivos),blefarocalasia
615e77ca94ee91f2ad612c13,"proyectil esférico, ordinariamente de hierro, hueco y lleno de pólvora que se dispara con mortero y precisamente por elevación.","(onomatopeya, <em>bombus -i</em>: ruido, zumbido; βόμβος -ου: ruido sordo)",bomba
615e77ca94ee91f2ad612c2a,lentitud en la percepción de sensaciones.,"(βραδύς -εῖα -ύ: lento, tardío; αἴσθησις -εως: sensación; -ια: forma sustantivos)",bradiestesia
615e77ca94ee91f2ad612c85,locución viciosa; incorrección de estilo.,(κακός -ή -όν: malo; λόγος -ου: palabra; -ια: forma sustantivos),cacología
615e77ca94ee91f2ad612aa5,ciencia que estudia el equilibrio de los astros y sus distancias.,"(ἄστρον -ου: estrella; στατός -ή -όν: parado, adjetivo verbal de ἵστημι: poner en pie; -ική: ciencia de)",astrostática
615e77ca94ee91f2ad612ad9,revisor de cuentas.,"(<em>auditor -oris: </em>oyente, participio pasivo de<em> audio -ire</em><em> -ivi -itum</em>: oír; <em>-</em><em>or -oris</em>: agente)",auditor
615e77ca94ee91f2ad612adb,sacerdote antiguo que pretendía conocer la voluntad divina por el vuelo y canto de las aves.,"(probablemente de <em>avis -is</em>: ave ˂ <em>gero -is -ere</em>: transportar, distribuir)",augur
615e77ca94ee91f2ad612aef,instrumento usado para examinar el oído.,(<em>auris -is</em>: oído; σκοπέω: observar; -<em>io</em>: efecto),auriscopio
615e77ca94ee91f2ad612af0,acción y efecto de alejarse de un lugar o separarse de una persona.,"(<em>absentia</em><em> </em><em>-ae</em> < <em>ab</em>: separación; participio presente de <em>sum, es, esse</em>: ser, estar; -<em>ia -iae</em>:<em> </em>sustantivo femenino)",ausencia
615e77ca94ee91f2ad612b04,nacimiento espontáneo de un ser.,"(αὐτό -ή -ό: el mismo; γένος -εος: origen, nacimiento; -σις: acción)",autogénesis
615e77ca94ee91f2ad612b08,destrucción de las células de un organismo por fenómenos que él mismo elabora.,(αὐτό -ή -ό: el mismo; λύω: desatar; -σις: acción),autólisis
615e77ca94ee91f2ad612b12,"el que es causa de algo; el que ha creado alguna obra científica, artística o literaria.","(<em>auctor -oris</em> < participio pasivo de <em>augeo -es -ere, auxi, auctum</em>: aumentar; -<em>or -oris</em>: agente)",autor
615e77ca94ee91f2ad612b15,sistema fundado en la sumisión incondicional a la autoridad; abuso que uno hace de su autoridad; dogmatismo.,"(<em>auctoritas –atis</em> < participio pasivo de <em>augeo -es -ere, auxi, auctum: </em>aumentar; -<em>or -oris</em>: agente; <em>-itas -itatis</em>: característica;<em> -ario</em>: relación; -ισμός: doctrina)",autoritarismo
615e77ca94ee91f2ad612b16,dar a uno autoridad o facultad para hacer una cosa.,"(<em>auctor -oris</em> < participio pasivo de<em> augeo -es -ere, auxi, auctum: </em>aumentar; -<em>or -oris</em>: agente; -<em>izar</em><em> </em>< -ίζειν: acción frecuente)",autorizar
615e77ca94ee91f2ad612b58,establecimiento para tomar baños que pueden ser medicinales.,(<em>balneum -i</em>: baño; -<em>arium -ii: </em>lugar),balneario
615e77ca94ee91f2ad612b65,de Barcelona.,(<em>Barcinon -onis: </em>Barcelona; <em>-ensie</em>: gentilicio),barcelonés
615e77ca94ee91f2ad612b68,cabeza dura; imbecilidad.,"(βαρύς -εῖα -ύ: pesado, duro; ἐν: en, dentro; κεφαλή -ῆς: cabeza; -ια: forma sustantivos)",bariencefalia
615e77ca94ee91f2ad612b6f,disminución de la sensibilidad a la presión.,"(βαρύς -εῖα -ύ: pesado, duro; ὑπό: debajo; αἴσθησις -εως: sensación; -ια: forma sustantivos)",baripestesia
615e77ca94ee91f2ad612b8b,guerrero.,(<em>bellicus -a -um</em> < <em>bellum -i</em>: guerra; -<em>icus -a -um</em>: forma adjetivos),bélico
615e77ca94ee91f2ad612bad,que tiene dos cabezas.,(<em>bis</em>: dos veces; κεφαλή -ῆς: cabeza),bicéfalo
615e77ca94ee91f2ad612bc0,lentes dobles para ver de lejos.,"(<em>bis</em>: dos veces; <em>oculus -i</em>: ojo<em> ˂ </em>ὤψ, ὠπός: vista, cara; <em>-aris -e</em>: propio de; <em>-</em><em>s</em>: colectivo)",binoculares
615e77ca94ee91f2ad612bcc,"ciencia que estudia la física del globo terrestre, en relación con la aparición de la vida animal.","(βίος -ου: vida; φύσις, φύσεως: naturaleza < φύω: brotar; ­ική: ciencia de)",biofísica
615e77ca94ee91f2ad612bdd,arte de calcular el empleo o uso de la vida.,(βίος -ου: vida; μέτρον -ου: medida; -ια: forma sustantivos),biometría
615e77ca94ee91f2ad612beb,línea que divide un ángulo en dos partes iguales pasa por el vértice y forma líneas generando un ángulo.,"(<em>bis</em>: dos veces; participio pasivo de <em>seco -are -cui, sectum</em>: cortar; -<em>triz</em>: agente femenino)",bisectriz
615e77ca94ee91f2ad612bed,"dos veces sexto; denominación del año de 366 días; los latinos llamaban <em>dies bis sextus </em>al 25 de febrero, cuando dicho mes tenía 29 días.",(<em>bis</em>: dos veces; <em>sextus -a -um</em>: sexto < <em>sex</em>: seis),bisiesto
615e77ca94ee91f2ad612bfe,individuo nacido por gemación de otro individuo.,"(βλαστός -οῦ: germen; ζῷον -ου: animal, ser vivo; εἶδος -εος: figura)",blastozoide
615e77ca94ee91f2ad612c05,tumor de los párpados.,"(βλέφαρον -ου: párpado; ὄγκος -ου: masa, tumor; -σις: afección)",blefaróncosis
615e77ca94ee91f2ad612c0c,"También gonococia, gonorrea y blenorrea.",(βλέννα -ης: mucosidad; ῥαγή -ῆς: ruptura < ῥῆγνυμι: romper; -ια: forma sustantivos),blenorragia
615e77ca94ee91f2ad612c23,"farmacia, laboratorio, despacho de medicamentos.","(ἀποθήκη -ης: almacén ˂ ἀπό: lejos de; θήκη -ης: bolsa, depósito)",botica
615e77ca94ee91f2ad612c43,grupo de peces de aletas pectorales pediculadas.,(βραχίων -ονος: brazo; πτερόν -οῦ: ala),braquióptero
615e77ca94ee91f2ad612c5b,ácido resultante de la combinación del bromo y del hidrógeno.,"(βρῶμος -ου: fetidez; ὗδωρ, ὕδρατος: agua; -ικός -ή -όν: relativo a)",bromhídrico
615e77ca94ee91f2ad612c66,perteneciente o relativo a los bronquios.,(βρόγχος -ου: bronquio; <em>-al: </em>referente a),bronquial
615e77ca94ee91f2ad612c69,cada uno de dos ductos fibrocartilaginosos en que la tráquea se bifurca y entran en los pulmones.,(βρόγχος -ου: bronquio),bronquio
615e77ca94ee91f2ad612c8a,"desorden o alteración de las funciones nutritivas, por mala calidad de los alimentos.",(κακός -ή -όν: malo; τροφή-ῆς: alimento; -ια: forma sustantivos),cacotrofía
615e77ca94ee91f2ad612c8f,hueso en la parte donde se forma el talón.,"(<em>calcaneum -i</em>: calcáneo <em>˂ calx, calcis</em>: talón)",calcáneo
615e77ca94ee91f2ad612c94,cierto elemento metálico.,"(latín moderno,<em> calcium</em>: calcio; usado primero en inglés ˂ <em>calx, calcis</em>: piedra caliza)",calcio
615e77ca94ee91f2ad612ab0,bajar al suelo; cubrir con tierra.,(<em>ad</em>: cercanía; <em>terra -ae</em>: tierra; -<em>ar</em>: sufijo verbal),aterrar
615e77ca94ee91f2ad612abb,aparato destinado a la inspiración del aire comprimido.,"(ἀτμός -οῦ: vapor; κλείς, κλειδός: clavícula, llave)",atmocleido
615e77ca94ee91f2ad612abd,estudio de los cuerpos gaseosos.,(ἀτμός -οῦ: vapor; λόγος -ου: estudio; -ια: forma sustantivos),atmología
615e77ca94ee91f2ad612ac9,que tiene pies negros.,"(<em>ater, atra, atrum</em>: negro; <em>pes, pedis: </em>pies)",atrípedo
615e77ca94ee91f2ad612ad1,materia colorante negra que se extrae de la raíz de la belladona.,"(<em>ater, atra, atrum</em>: negro; -<em>ina</em>: sustancia química)",atrosina
615e77ca94ee91f2ad612aeb,en forma de oreja.,(<em>auris -is</em>: oído; <em>forma -ae</em>: forma; <em>-e</em>: modo),auriforme
615e77ca94ee91f2ad612aed,punción quirúrgica de la membrana timpánica.,"(<em>auris -is</em>: oído; participio futuro de<em> pungo -is -ere, pupugi, punctum</em>: pinchar)",auripuntura
615e77ca94ee91f2ad612af5,vida de una persona escrita por ella misma.,(αὐτό -ή -ό: el mismo; βίος -ου: vida; γράφω: escribir; -ια: forma sustantivos),autobiografía
615e77ca94ee91f2ad612b06,aeroplano que sube y baja verticalmente.,(αὐτό -ή -ό: el mismo; γῦρος -ου: giro),autogiro
615e77ca94ee91f2ad612b1e,que estimula la proliferación de células.,"(αὐξητικός -ή -όν: que puede crecer o desarrollarse, adjetivo verbal de αὔξω: crecer)",auxético
615e77ca94ee91f2ad612b3c,relativo a los bacilos; de textura en fibras gruesas.,"(<em>bacillum -i</em>: bastoncillo, diminutivo de <em>baculum -i </em>< βάκτρον -ου: bastón;<em> -illum -i</em>: forma diminutivos; -<em>ar</em>: relación)",bacilar
615e77ca94ee91f2ad612b44,"investigación de los bacilos en los órganos, para diagnosticar causas de enfermedades.","(<em>bacillum -i</em>: bastoncillo, diminutivo de <em>baculum -i </em>< βάκτρον -ου: bastón;<em> -illum -i</em>: forma diminutivos; σκοπέω: observar)",baciloscopia
615e77ca94ee91f2ad612b48,que come bacterias.,(βακτηρία -ας: bastón; φαγέω: comer),bacteriófago
615e77ca94ee91f2ad612b49,temor morboso a los microbios.,(βακτηρία -ας: bastón; φόβος -ου: miedo; -ια: forma sustantivos),bacteriofobia
615e77ca94ee91f2ad612b55,aparato que sirve para pesar cosas.,"(<em>bilanx -ancis < bis:</em> dos veces;<em> lanx, lancis</em>: plato)",balanza
615e77ca94ee91f2ad612b6d,medida de la pesadez de los cuerpos.,"(βαρύς -εῖα -ύ: pesado, duro; μέτρον -ου: medida; -ια: forma sustantivos)",barimetría
615e77ca94ee91f2ad612b73,"voz de tono grave, entre el tenor y el bajo.","(βαρύς -εῖα -ύ: pesado, duro; τόνος -ου: acento)",barítono
615e77ca94ee91f2ad612b76,movimiento en respuesta a un estímulo de presión.,"(βαρύς -εῖα -ύ: pesado, duro; τάξις -εως: arreglo ˂ τάσσ[ττ]ω: ordenar)",barotaxia
615e77ca94ee91f2ad612ba0,aversión morbosa a los libros.,"(βίβλος -ου: libro; -ιον: forma diminutivos; φόβος -ου: miedo, temor; -ια: forma sustantivos)",bibliofobia
615e77ca94ee91f2ad612ba9,arte de hacer un libro.,(βίβλος -ου: libro; -ιον: forma diminutivos; ποιέω: hacer),bibliopea
615e77ca94ee91f2ad612bac,conocimiento del arte de la impresión y encuadernación de un libro.,"(βίβλος -ου: libro; -ιον: forma diminutivos; τέχνη -ης: arte, técnica; -ια: forma sustantivos)",bibliotecnia
615e77ca94ee91f2ad612bb6,"lugar donde un camino, río, etc., se divide en dos ramales o brazos; propiedad de plantas y animales con columna vertebral que ramifica bilateral o alternadamente.",(<em>bis</em>: dos veces; <em>furca -ae: </em>horca; <em>-</em><em>c</em><em>ion</em>: llevar a cabo),bifurcación
615e77ca94ee91f2ad612bc2,conjunto de organismos animales o vegetales que se reproducen y viven en determinadas condicioenes en un biotipo.,(βίος -ου: vida; κοινός -ή -όν: común; νόσος -ου: enfermedad; -σις: afección),biocenosis
615e77ca94ee91f2ad612be5,el estrato terráqueo actualmente sede de la vida.,(βίος -ου: vida; σφαῖρα -ας: esfera),biosfera
615e77ca94ee91f2ad612be8,viviente.,(βίος -ου: vida; -τος -η -ον: forma adjetivos; -ικός -ή -όν: relativo a),biótico
615e77ca94ee91f2ad612c11,"billete, hoja de papel o tarjeta que da derecho de entrar, viajar o participar.",(italianismo<em> bolletta ˂ bulla -ae</em>: bola; -<em>etta</em>: forma diminutivos),boleto
615e77ca94ee91f2ad612c21,arte de adivinar el porvenir por medio de los vegetales.,(βοτάνη -ης: vegetal; μαντεία -ας: adivinación),botanomancia
615e77ca94ee91f2ad612c2b,lentitud en el comer.,"(βραδύς -εῖα -ύ: lento, tardío; φαγέω: comer; -ια: forma sustantivos)",bradifagia
615e77ca94ee91f2ad612c30,digestión lenta.,"(βραδύς -εῖα -ύ: lento, tardío; πέψις -εως: digestión < πέσσ[ττ]ω: digerir; <em>-a</em>: forma sustantivos)",bradipepsia
615e77ca94ee91f2ad612c41,tumor en el brazo.,"(βραχίων -ονος: brazo; ὄγκος -ου: masa, tumor; -σις: afección)",braquioncosis
615e77ca94ee91f2ad612c44,ligamento que se inserta en el húmero y en el radio.,(βραχίων -ονος: brazo; <em>radius -i</em>: rayo de sol; <em>-al</em>: referente a),braquiorradial
615e77ca94ee91f2ad612c48,telescopio de reducidas dimensiones y de gran potencia.,(βραχύς -εῖα -ύ: corto; τῆλε: lejos; σκοπέω: observar; <em>-io</em>: efecto),braquitelescopio
615e77ca94ee91f2ad612c68,dilatación de uno o varios bronquios. También bronquectasia.,(βρόγχος -ου: bronquio; ἐκ: separación; τάσσ[ττ]ω: ordenar; -ια: forma sustantivos),bronquiectasia
615e77ca94ee91f2ad612c95,cal carbonatada natural.,"(<em>calx, calcis</em>: cal; -ιτης: idea de piedra)",calcita
615e77ca94ee91f2ad612ab6,conjunto de prácticas deportivas basadas en la reproducción competitiva de movimientos básicos; doctrina acerca de ellos.,"(ἀγών -ῶνος: combate, premio; -της: que hace; ­ισμός: doctrina)",atletismo
615e77ca94ee91f2ad612ac6,oclusión de los orificios naturales del cuerpo humano.,(α: negación; τρῆσις -εως: agujero),atresia
615e77ca94ee91f2ad612ae1,"de oro, parecido al oro o dorado, resplandeciente.",(<em>aurum -i</em>: oro ˂<em> aurus -a -um: </em>áureo; -<em>eo: </em>origen),áureo
615e77ca94ee91f2ad612ae6,que tiene forma de oreja pequeña.,(<em>auricula -ae</em> < <em>auris -is</em>: oído; -<em>cula -ae</em>: forma diminutivos; <em>forma -ae</em>: apariencia; <em>-e</em>: modo),auriculiforme
615e77ca94ee91f2ad612afb,"forma de gobierno en la cual la voluntad de un solo individuo es la suprema ley. Sinónimo: tiranía, dictadura, cesarismo, despotismo.","(αὐτό -ή -ό: el mismo; κράτος -εος: autoridad, gobierno; -ια: forma sustantivos)",autocracia
615e77ca94ee91f2ad612b05,"se dice de la soldadura que se hace sin intermedio de materia extraña, fundiendo las partes por donde ha de hacerse la unión.","(αὐτό -ή -ό: el mismo; γένος -εος: origen, nacimiento)",autógeno
615e77ca94ee91f2ad612b26,acaecimiento extraño.,"(<em>ad:</em> intensificación; participio futuro femenino de<em> venio -ire, veni, ventum</em>: ir, venir)",aventura
615e77ca94ee91f2ad612b4d,persona experta en bacteriología.,(βακτηρία -ας: bastón; λόγος -ου: estudio),bacteriólogo
615e77ca94ee91f2ad612b53,"palo o cayado para apoyarse en él; puede llevarse en señal de autoridad, como el de los obispos.",(<em>baculum -i</em>: bastón < βάκτρον -ου: bastón),báculo
615e77ca94ee91f2ad612b5d,"líquido aromático y resinoso que fluye de algunas plantas, por incisión o naturalmente, y se espesa con el aire.",(βάλσαμον -ου: arbusto del bálsamo),Bálsamo
615e77ca94ee91f2ad612b83,se dice de los animales de cabeza parecida a la de la rana.,(βάτραχος -ου: rana; κεφαλή -ῆς: cabeza),batracocéfalo
615e77ca94ee91f2ad612b94,que se beneficia con algo.,(<em>bene</em>: bien; <em>facio -is -ere</em>: hacer; <em>-ari</em><em>o</em><em>: </em>relación),beneficiario
615e77ca94ee91f2ad612b9d,arte de restaurar los libros.,(βίβλος -ου: libro; -ιον: forma diminutivos; ἰατρός -οῦ: médico; -ια: forma sustantivos),bibliatría
615e77ca94ee91f2ad612baf,vehículo de dos ruedas.,(<em>bis</em>: dos veces; κύκλος -ου: círculo; <em>-eta</em>: forma diminutivos),bicicleta
615e77ca94ee91f2ad612bb5,"de dos frentes o caras: se daba este nombre a Jano, cuyas dos caras miraban al pasado y al porvenir respectivamente.",(<em>bis</em>: dos veces; <em>frons -ontis: </em>frente),bifronte
615e77ca94ee91f2ad612bd8,relativo a la biología,(βίος -ου: vida; λόγος -ου: estudio; -ικός -ή -όν: relativo a),biológico
615e77ca94ee91f2ad612be0,"origen de la vida, paso de lo inorgánico a lo orgánico.","(βίος -ου: vida; ποίησις -εως: creación < ποιέω: hacer, fabricar; -σις: acción)",biopoyesis
615e77ca94ee91f2ad612be3,manifestación cíclica de un fenómeno vital; diagrama del rendimiento psicofísico de un atleta. efecto,(βίος -ου: vida; ῥυθμός -οῦ: movimiento),biorritmo
615e77ca94ee91f2ad612bf8,reproducción por medio de retoños.,"(βλαστός -οῦ: germen; γένος -εος: origen, nacimiento; -σις: acción)",blastogénesis
615e77ca94ee91f2ad612bfb,"tumor verdadero; tumor no teratógeno, que ofrece un desarrollo localizado independiente.",(βλαστός -οῦ: germen; ­μα: tumor),blastoma
615e77ca94ee91f2ad612bff,"etapa embrionaria al final de la segmentación, y el embrión es una esfera hueca con la pared de una o más capas de células de grosor.","(βλαστός -οῦ: germen, retoño; <em>-ula</em>: forma diminutivos)",blástula
615e77ca94ee91f2ad612c10,periódico publicado por una organización o sociedad.,(italianismo <em>bolletta ˂ bulla -ae</em>: bola;<em> -i</em><em>n</em>: forma diminutivos),boletín
615e77ca94ee91f2ad612c1a,"mamífero cavicornio que por su figura parece mezcla de antílope y buey, vive en África.","(βοῦς, βοός: buey; κεφαλή -ῆς: cabeza)",boséfalo
615e77ca94ee91f2ad612c2d,lentitud anormal del lenguaje.,"(βραδύς -εῖα -ύ: lento, tardío; λαλέω: hablar; -ια: forma sustantivos)",bradilalia
615e77ca94ee91f2ad612c38,se dice de las plantas que tienen el fruto corto o pequeño.,"(βραχύς -εῖα -ύ: corto; καρπός -οῦ: fruto, muñeca)",braquicarpo
615e77ca94ee91f2ad612c39,"de cabeza casi redonda, porque su diámetro mayor excede en menos de un cuarto al menor.",(βραχύς -εῖα -ύ: corto; κεφαλή -ῆς: cabeza),braquicéfalo
615e77ca94ee91f2ad612c4e,se dice de los animales que tienen la cola corta.,(<em>brevis -e</em>: breve; <em>cauda -ae</em>: cola),brevicaudo
615e77ca94ee91f2ad612c55,se dice de las aves de pico corto.,"(<em>brevis -e</em>: breve; <em>rostrum -i</em>: hocico, pico < <em>rodo -is -ere, rosum</em>: roer)",brevirrostro
615e77ca94ee91f2ad612c58,ciencia que estudia a los musgos.,(βρύον -ου: musgo; λόγος -ου: estudio; -ια: forma sustantivos),briología
615e77ca94ee91f2ad612c77,"ruido, gritería; concurrencia de mucha gente.",(<em>bulla -ae</em>: bola),bulla
615e77ca94ee91f2ad612c78,hervir el agua o dar borbotones.,(<em>bullio -ire</em>: hervir el agua <em>˂ bulla -ae</em>: bola),bullir
615e77ca94ee91f2ad612c88,malos humores.,(κακός -ή -όν: malo; χυμός­οῦ: humor; -ια: forma sustantivos),cacoquimia
615e77ca94ee91f2ad612ab3,"primera vértebra de las cervicales, así llamada porque sostiene inmediatamente la cabeza.","(Ἄτλας -αντος: Atlas o Atlante, gigante portador de la bóveda celeste)",atlas
615e77ca94ee91f2ad612aba,"análisis de los cuerpos gaseosos; tratamiento por la aplicación directa del vapor sobre calentado, usado en afecciones uterinas.",(ἀτμός -οῦ: vapor; καῦσις -εως: quemadura < καίω: quemar),atmocausis
615e77ca94ee91f2ad612ac0,descripción de la atmósfera.,(ἀτμός -οῦ: vapor; σφαῖρα -ας: esfera; γράφω: escribir; -ια: forma sustantivos),atmosferografía
615e77ca94ee91f2ad612ac2,"falta de tension, tono o rigor en los tejidos.","(α: negación; τόνος -ου: tono, acento; -ια: forma sustantivos)",atonía
615e77ca94ee91f2ad612ac5,color negro.,"(<em>ater, atra, atrum</em>: negro;<em> -mento</em>: medio)",atramento
615e77ca94ee91f2ad612ad6,instrumento que sirve para percibir mejor los sonidos: lo usan los sordos.,(<em>audio -ire</em>: oír; φωνή -ῆς: sonido),audífono
615e77ca94ee91f2ad612b02,fagocitosis ejercida sobre materiales de la propia célula. Antónimo heterofagocitosis.,"(αὐτό -ή -ό: el mismo; φαγέω: comer, devorar; κύτος -εος: cavidad, célula; -σις: acción)",autofagocitosis
615e77ca94ee91f2ad612b22,sustancia hormonal orgánica que ocasiona el crecimiento de las plantas.,(αὔξω: crecer; -<em>ina</em>: sustancia química),auxina
615e77ca94ee91f2ad612b2a,del lugar destinado a la cría de las aves domésticas y aprovechamiento de sus productos.,"(<em>avis -is</em>: ave; <em>colo -is -ere</em>: cultivar, criar)",avícola
615e77ca94ee91f2ad612b2f,proposición tan clara y evidente que se admite sin necesidad de demostración.,"(ἄξιος -α -ον: digno, valioso; -μα: resultado)",axioma
615e77ca94ee91f2ad612b7a,célula madre en ciertos hongos que produce esporas sexuales.,"(βάσις -εως: marcha, paso < βαίνω: caminar, marchar; -ιδιον: forma diminutivos)",basidio
615e77ca94ee91f2ad612b85,descripción de las ranas.,(βάτραχος -ου: rana; γράφω: escribir; -ια: forma sustantivos),batracografía
615e77ca94ee91f2ad612b91,"de la potencia, nación, o estado que está en guerra.","(<em>bellum -i</em>: guerra; participio presente de<em> gero -is -ere</em>: transportar, distribuir)",beligerante
615e77ca94ee91f2ad612b97,el que tiene y muestra buena voluntad o disposición para con una persona.,"(<em>bene</em>: bien; participio presente de<em> volo, vis, volui, velle</em>: querer)",benevolente
615e77ca94ee91f2ad612b98,"amable, que tiene buena voluntad.","(<em>bene volus < bene</em>: bien<em>; volo, vis, velle</em>: desear)",benévolo
615e77ca94ee91f2ad612baa,"el avaro en sus libros, que a nadie los enseña ni presta.",(βίβλος -ου: libro; -ιον: forma diminutivos; τάφος -ου: tumba),bibliótafo
615e77ca94ee91f2ad612bbb,"pigmento rojo anaranjado que se encuentra en la bilis, y es el resultado de la degradación de la hemoglobina.",(<em>bilis -is</em>: bilis; <em>rubeus -a -um</em>: rubio < <em>ruber -bra -brum</em>: rojo; -<em>ina</em>: sustancia química),bilirrubina
615e77ca94ee91f2ad612bbd,de dos miembros.,(<em>bis</em>: dos veces; <em>membrum -i</em>: miembro),bimembre
615e77ca94ee91f2ad612bc8,ciencia que clasifica y recoge los datos sobre los seres vivos.,(βίος -ου: vida; del alemán <em>Statistik</em> de <em>statisticus</em> ˂ <em>status -us</em>: estado; -ική: ciencia de),bioestadística
615e77ca94ee91f2ad612bd4,"masa orgánica formada por organismos marinos sedimentarios, corales, moluscos y algas rodeada de roca.",(βίος -ου: vida; ἔρμα -ατος: arrecife),biohermo
615e77ca94ee91f2ad612bf7,membrana situada debajo del corión de la membrana exterior que cubre al feto.,"(βλαστός -οῦ: germen, retoño; δέρμα -ατος: piel)",blastodermo
615e77ca94ee91f2ad612bfd,pequeño orificio producido por la invariación de la blástula en el conducto notocondrio.,"(βλαστός -οῦ: germen, retoño; πόρος -ου: paso, poro)",blastóporo
615e77ca94ee91f2ad612c04,inflamación simultánea de los párpados y de la conjuntiva.,(βλέφαρον -ου: párpado; ὀφθαλμός -οῦ: ojo; -ια: forma sustantivos),blefaroftalmía
615e77ca94ee91f2ad612c3e,"sistema de medición de alturas o distancias, por medio de la visual entre la mano y un punto determinado a distancia.",(βραχίων -ονος: brazo; μέτρον -ου: medida; -ια: forma sustantivos),braquimetría
615e77ca94ee91f2ad612c4b,calidad de breve.,(<em>brevitas-itatis</em> < <em>brevis</em><em> -e</em>: breve; <em>-itas -itatis</em>: característica),brevedad
615e77ca94ee91f2ad612c65,dilatación de uno o varios bronquios. También bronquiectasia.,(βρόγχος -ου: bronquio; ἐκ: separación; τάσσ[ττ]ω: ordenar; -ια: forma sustantivos cualidad),bronquectasia
615e77ca94ee91f2ad612c6a,descripción de los bronquios.,"(βρόγχος -ου: bronquio; γράφω: describir, escribir; -ια: forma sustantivos)",bronquiografía
615e77ca94ee91f2ad612c6c,rechinamiento involuntario de dientes realizado durante el sueño.,(βρύχω: rechinar los dientes; -ισμός: afectación),bruxismo
615e77ca94ee91f2ad612c86,alteración de la forma anatómica de los órganos.,(κακός -ή -όν: malo; μορφή -ῆς: forma; -ια: forma sustantivos),cacomorfia
615e77ca94ee91f2ad612c90,copiar.,"(<em>calco -are</em>: pisar, apretar con el pie <em>˂ calx, calcis</em>: talón)",calcar
615e77ca94ee91f2ad612c96,arte de estampar con láminas metálicas grabadas.,"(χαλκός -οῦ: bronce, cobre; γράφω: escribir, describir; -ια: forma sustantivos)",calcografía
615e77ca94ee91f2ad612af4,anticuerpo dirigido contra antígenos propios.,(αὐτό -ή -ό: el mismo; ἀντί: contra; <em>corpus -oris: </em>cuerpo),autoanticuerpo
615e77ca94ee91f2ad612b01,alimentación del organismo por el consumo de sus propios tejidos.,(αὐτό -ή -ό: el mismo; φαγέω: comer; -ια: forma sustantivos),autofagia
615e77ca94ee91f2ad612b14,que abusa de su autoridad.,"(<em>auctoritas –atis</em> < participio pasivo de <em>augeo -es -ere, auxi, auctum: </em>aumentar; -<em>or -oris</em>: agente; <em>-itas -itatis</em>: característica;<em> -ario</em>: relación)",autoritario
615e77ca94ee91f2ad612b2d,ave zancuda de vuelo corto y pesado.,(<em>avis -is</em>: ave; <em>tardus -a -um: </em>lento),avutarda
615e77ca94ee91f2ad612b32,confianza que se concede a un hecho histórico discutible.,"(ἄξιος -α -ον: digno, valioso; πίστις -εως: fe; -ια: forma sustantivos)",axiopistia
615e77ca94ee91f2ad612b37,"daño del apéndice de la neurona que transfiere impulsos, sin destruir la estructura de soporte, que posibilita la regeneración","(ἄξων -ονος: eje, tabla giratoria para escribir leyes; τμῆσις -εως: acción de cortar < τέμνω: cortar; -σις: enfermedad, afección)",axonotmesis
615e77ca94ee91f2ad612b4a,que produce bacterias o es de origen bacteriano.,"(βακτηρία -ας: bastón; γένος -εος: origen, nacimiento)",bacteriógeno
